,UNIQUEID,DISBURSED_AMOUNT,ASSET_COST,LTV,BRANCH_ID,SUPPLIER_ID,MANUFACTURER_ID,CURRENT_PINCODE_ID,DATE_OF_BIRTH,EMPLOYMENT_TYPE,DISBURSAL_DATE,STATE_ID,EMPLOYEE_CODE_ID,MOBILENO_AVL_FLAG,AADHAR_FLAG,PAN_FLAG,VOTERID_FLAG,DRIVING_FLAG,PASSPORT_FLAG,PERFORM_CNS_SCORE,PERFORM_CNS_SCORE_DESCRIPTION,PRI_NO_OF_ACCTS,PRI_ACTIVE_ACCTS,PRI_OVERDUE_ACCTS,PRI_CURRENT_BALANCE,PRI_SANCTIONED_AMOUNT,PRI_DISBURSED_AMOUNT,SEC_NO_OF_ACCTS,SEC_ACTIVE_ACCTS,SEC_OVERDUE_ACCTS,SEC_CURRENT_BALANCE,SEC_SANCTIONED_AMOUNT,SEC_DISBURSED_AMOUNT,PRIMARY_INSTAL_AMT,SEC_INSTAL_AMT,NEW_ACCTS_IN_LAST_SIX_MONTHS,DELINQUENT_ACCTS_IN_LAST_SIX_MONTHS,AVERAGE_ACCT_AGE,CREDIT_HISTORY_LENGTH,NO_OF_INQUIRIES,LOAN_DEFAULT
52943,636031,59213,79450,76.78,16,18317,86,2950,15-08-1979,Salaried,29-10-2018,14,808,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
198747,522365,62213,109286,58.56,103,21097,49,7003,05-05-1997,Self employed,20-09-2018,7,2833,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
127833,578099,49703,64381,79.84,61,16487,45,1321,11-12-1968,Self employed,15-10-2018,6,234,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
21272,541432,55377,66318,84.99,34,15142,86,990,01-01-1958,Self employed,27-09-2018,6,1641,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
76802,595734,57259,84830,68.37,29,22996,86,5360,01-01-1975,Self employed,21-10-2018,3,1522,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
8169,554276,65309,80409,84.57,7,18714,86,5726,20-05-1966,Self employed,30-09-2018,3,1336,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,68000,68000,68000,0,0,0,0,0,0,0,0,1,0,0yrs 0mon,0yrs 0mon,0,0
70395,529831,42027,66318,65.72,34,15142,86,1043,12-02-1978,Salaried,23-09-2018,6,1639,1,1,0,0,0,0,524,J-High Risk,11,3,1,569069,1617000,1618788,0,0,0,0,0,0,11968,0,0,0,2yrs 1mon,5yrs 3mon,0,0
110452,542203,41710,62806,69.26,48,17906,86,6318,01-01-1962,Self employed,27-09-2018,5,582,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
74024,432073,45349,62768,74.88,136,20490,45,3702,17-11-1982,Self employed,11-08-2018,8,801,1,1,0,0,0,0,712,D-Very Low Risk,7,1,0,95166,300000,300000,0,0,0,0,0,0,0,0,0,0,2yrs 0mon,8yrs 3mon,0,0
57283,629808,55313,66770,84.77,105,15792,45,1196,23-04-1996,Salaried,27-10-2018,6,1377,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
56512,443741,55259,72025,77.75,16,21003,86,2991,20-10-1994,Salaried,17-08-2018,14,396,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1730,0,0,0,0yrs 6mon,0yrs 6mon,0,0
103309,587598,54713,66512,83.74,48,17906,86,6336,15-06-1983,Self employed,19-10-2018,5,122,1,1,0,0,0,0,342,L-Very High Risk,1,1,1,80902,80000,80000,0,0,0,0,0,0,0,0,0,1,0yrs 6mon,0yrs 6mon,0,1
48021,536215,57913,66045,89.18,62,15889,86,387,23-09-1988,Self employed,25-09-2018,11,709,1,1,0,0,0,0,699,E-Low Risk,17,8,0,32639,145349,145349,0,0,0,0,0,0,2690,0,2,0,0yrs 11mon,1yrs 10mon,0,0
80682,463533,48295,66000,74.99,2,14770,86,1650,03-01-1993,Self employed,25-08-2018,4,237,1,1,0,0,0,0,708,D-Very Low Risk,5,3,0,4309,36878,36878,1,1,1,480893,624362,624362,3928,0,0,0,0yrs 9mon,1yrs 3mon,1,0
79815,642243,34219,79505,45.28,152,15460,86,5149,02-01-1983,Self employed,30-10-2018,3,75,1,1,0,0,0,0,383,K-High Risk,7,2,1,276359,480000,480000,0,0,0,0,0,0,12682,0,0,0,2yrs 3mon,3yrs 6mon,0,1
73242,520961,47849,70613,69.39,5,18130,86,3386,01-01-1987,Salaried,20-09-2018,9,1051,1,0,0,1,0,0,300,M-Very High Risk,1,1,1,23019,30000,30000,0,0,0,0,0,0,1620,0,0,0,2yrs 9mon,2yrs 9mon,0,0
135940,423734,56709,65000,89.67,2,14770,86,1616,01-06-1967,Self employed,06-08-2018,4,987,1,1,0,0,0,0,300,M-Very High Risk,2,1,1,26423,15000,28213,0,0,0,0,0,0,2530,0,0,0,1yrs 5mon,2yrs 4mon,1,0
89515,641452,33584,67088,50.83,48,21958,86,6428,08-03-1973,Self employed,30-10-2018,5,1841,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
28949,465127,58542,80890,74.79,18,15532,51,2716,01-01-1988,Self employed,26-08-2018,4,415,1,1,0,0,0,0,603,H-Medium Risk,3,1,0,57000,57000,57000,0,0,0,0,0,0,4535,0,1,1,0yrs 7mon,1yrs 3mon,0,1
183592,635338,60027,111609,57.34,11,21601,45,5997,28-07-1987,Self employed,29-10-2018,3,2657,1,1,0,0,0,0,374,K-High Risk,4,2,1,224807,225000,225000,0,0,0,0,0,0,0,0,0,0,2yrs 10mon,4yrs 8mon,1,0
123159,456741,49778,61000,83.61,61,15919,45,1296,01-01-1975,Self employed,22-08-2018,6,436,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
69860,574799,56759,75280,77.05,5,15663,86,3421,31-07-1991,Salaried,13-10-2018,9,763,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
93051,488743,37300,59499,63.87,72,22952,51,498,02-04-1991,Self employed,04-09-2018,11,1316,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
108580,541140,60213,76804,80.72,9,16120,86,5453,01-03-1965,Self employed,27-09-2018,3,1756,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
214558,594290,50303,66800,76.35,16,24260,45,3042,20-07-1977,Self employed,21-10-2018,17,2997,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
231696,445273,46908,60133,79.99,78,17014,45,2100,01-01-1971,Salaried,17-08-2018,4,218,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
116741,451248,59347,68063,88.74,136,14070,86,3800,12-01-1958,Self employed,20-08-2018,8,935,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
95695,588334,45749,75910,61.92,67,16694,86,1446,01-06-1990,Salaried,19-10-2018,6,1012,1,1,0,0,0,0,749,C-Very Low Risk,6,2,0,31429,117200,117200,0,0,0,0,0,0,5295,0,1,0,1yrs 1mon,2yrs 2mon,0,0
83393,455314,62697,72783,88.62,13,18486,86,4609,01-01-1972,Salaried,22-08-2018,8,1297,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
82259,435808,47595,54910,88.33,72,22885,45,475,19-06-1997,Salaried,13-08-2018,11,1414,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
93004,469971,26029,46000,58.7,72,22914,45,499,20-02-1990,Self employed,28-08-2018,11,1316,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
181127,448142,58947,71802,84.96,251,22994,45,6896,01-01-1976,Self employed,18-08-2018,13,2546,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
136854,611041,65882,75303,88.97,64,16196,120,3514,16-02-1993,Self employed,24-10-2018,9,1483,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
30455,618466,83686,132882,63.97,11,24347,48,5941,15-08-1992,Self employed,25-10-2018,3,625,1,0,0,0,1,0,680,F-Low Risk,10,7,0,37436,80370,80370,0,0,0,0,0,0,0,0,4,0,0yrs 5mon,0yrs 11mon,0,0
89993,463094,40544,63420,67.01,8,14823,45,5244,23-10-1992,Self employed,25-08-2018,3,1882,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
24878,542725,51303,64700,81.92,3,18029,86,26,23-02-1974,Self employed,27-09-2018,1,691,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
87481,470661,55833,71646,82.35,19,22857,86,1898,23-11-1990,Self employed,28-08-2018,4,516,1,1,0,0,0,0,737,C-Very Low Risk,2,2,0,89173,104900,104900,0,0,0,0,0,0,5663,0,1,0,0yrs 5mon,0yrs 6mon,0,0
114913,450545,53803,69188,79.49,3,14360,51,62,06-10-1991,Self employed,20-08-2018,1,1001,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
231952,509290,49713,77691,68.22,202,23389,86,782,07-07-1975,Self employed,15-09-2018,18,2013,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
82964,653812,46349,74016,64.85,20,22785,120,6198,08-04-1972,Self employed,31-10-2018,5,506,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
131890,436660,37439,74531,52.33,34,15271,86,996,04-09-1990,Self employed,13-08-2018,6,33,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
224575,627305,67169,76450,88.95,136,24003,51,3734,06-10-1972,Self employed,26-10-2018,8,3442,1,1,0,0,0,0,300,M-Very High Risk,7,0,1,0,0,0,0,0,0,0,0,0,2710,0,0,0,1yrs 4mon,3yrs 3mon,0,1
129314,492516,55031,69155,82.26,64,16461,86,3471,30-04-1994,Salaried,06-09-2018,9,655,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
152624,626568,46849,59603,81.37,3,18125,45,62,01-01-1993,Salaried,26-10-2018,1,2086,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
158964,605666,91055,150954,61.28,29,23939,49,5895,15-09-1997,Self employed,23-10-2018,3,2082,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
65264,561529,28864,66746,46.44,42,23133,86,5348,18-01-1982,Self employed,08-10-2018,3,1303,1,1,0,0,0,0,608,H-Medium Risk,1,1,0,31013,30000,30000,0,0,0,0,0,0,0,0,0,0,1yrs 7mon,1yrs 7mon,0,0
137071,521488,60993,81712,78.32,138,18348,86,3362,21-11-1988,Salaried,20-09-2018,9,557,1,1,0,0,0,0,825,A-Very Low Risk,18,3,0,49918,100650,100650,0,0,0,0,0,0,25306,0,1,0,1yrs 1mon,2yrs 1mon,5,1
166150,499498,52333,65973,84.88,3,13948,86,51,21-08-1976,Self employed,11-09-2018,1,2297,1,1,1,0,0,0,623,H-Medium Risk,3,2,0,6221,7465,7465,0,0,0,0,0,0,2738,0,1,0,1yrs 9mon,4yrs 9mon,2,1
41110,497411,51008,70962,75.39,120,24160,86,6946,01-01-1988,Self employed,10-09-2018,12,64,1,1,0,0,0,0,738,C-Very Low Risk,13,3,0,157095,185000,185000,0,0,0,0,0,0,30598,0,2,0,0yrs 10mon,1yrs 3mon,5,1
32609,583984,50303,69588,74.73,68,21746,86,877,27-09-1978,Self employed,17-10-2018,6,1649,1,1,0,0,0,0,597,I-Medium Risk,7,0,0,0,0,0,0,0,0,0,0,0,63480,0,0,0,2yrs 2mon,4yrs 7mon,0,1
151059,542430,45300,66685,70.48,202,23316,86,789,20-10-1982,Salaried,27-09-2018,18,1978,1,1,0,0,0,0,414,K-High Risk,1,1,1,1162063,1250000,1250000,0,0,0,0,0,0,12271,0,0,0,4yrs 3mon,4yrs 3mon,0,0
161324,462863,47049,70055,68.95,67,22045,86,1450,16-12-1975,Salaried,24-08-2018,6,2152,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
178899,458724,42794,65209,68.09,34,22861,120,1072,29-12-1957,Self employed,23-08-2018,6,2409,1,1,0,0,0,0,701,E-Low Risk,16,3,0,338327,450000,450000,0,0,0,0,0,0,10560,0,1,0,1yrs 8mon,14yrs 6mon,0,0
34997,521344,50183,69138,78.1,74,16846,45,2607,26-10-1984,Salaried,20-09-2018,4,306,1,1,0,0,0,0,825,A-Very Low Risk,5,1,0,41971,50000,50000,0,0,0,0,0,0,8480,0,1,0,1yrs 0mon,2yrs 1mon,1,1
204678,539933,63563,72375,89.81,84,17433,86,2929,26-03-1973,Self employed,26-09-2018,21,2767,1,1,0,0,0,0,620,H-Medium Risk,71,42,1,41243164,51490464,51491496,0,0,0,0,0,0,135971,0,16,0,1yrs 10mon,12yrs 3mon,0,0
72180,572706,82033,115577,72.25,2,14716,86,1602,17-09-1977,Salaried,12-10-2018,4,1577,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
122891,593009,57509,69602,84.77,3,22808,51,57,05-01-1986,Self employed,20-10-2018,1,1914,1,1,0,0,0,0,300,M-Very High Risk,6,3,1,80590,137302,146370,0,0,0,0,0,0,4666,0,1,1,1yrs 3mon,2yrs 8mon,1,0
52200,584375,42394,66625,64.54,67,22744,86,1492,08-09-1987,Salaried,17-10-2018,6,1598,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
173626,440979,53923,66900,84.9,138,13941,51,3308,05-09-1978,Salaried,16-08-2018,9,2331,1,1,1,0,0,0,694,E-Low Risk,9,4,0,14679,94052,94052,0,0,0,0,0,0,10560,0,0,0,0yrs 9mon,1yrs 0mon,0,0
64216,571412,33484,95420,36.68,152,15483,48,6030,29-06-1983,Salaried,12-10-2018,3,912,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
217506,584978,42994,79975,56.27,7,18674,45,5805,23-09-1990,Self employed,17-10-2018,3,3097,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
107386,637583,60633,75553,84.71,162,14166,86,1869,07-11-1980,Self employed,29-10-2018,4,673,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,5791,13518,13518,0,0,0,0,0,0,4677,0,1,0,0yrs 5mon,0yrs 7mon,1,0
115266,506303,67482,78490,87.91,18,14115,86,2694,17-03-1965,Salaried,14-09-2018,4,61,1,1,0,0,0,0,708,D-Very Low Risk,16,4,0,51459,99780,99780,0,0,0,0,0,0,18243,0,2,1,0yrs 11mon,2yrs 1mon,0,0
52931,418447,50303,66103,78.67,16,18317,86,3000,01-01-1981,Self employed,01-08-2018,14,808,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
178589,617680,67824,80771,85.0,136,14189,86,3731,20-12-1996,Salaried,25-10-2018,8,2507,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
89082,583785,33884,72880,48.02,67,16565,45,1429,01-01-1975,Salaried,17-10-2018,6,118,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
14912,581806,38926,62977,64.94,61,15897,45,1314,01-01-1975,Salaried,16-10-2018,6,800,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
217234,538681,56013,73352,79.07,34,23352,120,1067,14-01-1977,Self employed,26-09-2018,6,3401,1,0,1,0,0,0,300,M-Very High Risk,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 3mon,0yrs 7mon,0,1
94953,598050,29529,74024,40.53,3,22945,86,562,09-09-1989,Salaried,22-10-2018,15,1726,1,1,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
225016,572893,61013,70283,88.21,136,15523,86,3723,20-01-1998,,12-10-2018,8,3383,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
69742,546556,52803,95088,56.79,2,22123,86,1732,04-08-1982,Salaried,28-09-2018,4,586,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
127871,459409,46349,66763,74.89,5,22447,86,3419,10-06-1985,Salaried,23-08-2018,9,269,1,1,0,0,0,0,738,C-Very Low Risk,2,2,0,259818,425000,425000,0,0,0,0,0,0,0,0,0,0,1yrs 2mon,1yrs 8mon,0,0
128265,535477,54359,70944,79.08,34,16335,120,999,01-01-1977,Self employed,25-09-2018,6,1633,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
187264,642578,55452,79939,70.6,48,24124,51,6347,28-06-1972,Self employed,30-10-2018,5,2711,1,1,0,0,0,0,773,B-Very Low Risk,4,2,0,140000,152750,152750,0,0,0,0,0,0,0,0,2,0,0yrs 10mon,1yrs 7mon,0,1
132664,458494,71817,104535,70.79,36,22127,120,6667,01-03-1994,Salaried,23-08-2018,13,1258,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
202116,525992,61213,110206,57.17,103,20576,51,6977,11-01-1982,Salaried,21-09-2018,7,2787,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 4mon,1yrs 4mon,0,0
189405,495203,50918,69614,74.14,66,21167,86,3110,20-05-1994,Salaried,07-09-2018,17,3005,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
105445,517006,69623,99353,71.97,36,23029,86,6688,27-01-1990,Self employed,19-09-2018,13,905,1,0,1,1,0,0,737,C-Very Low Risk,2,2,0,60911,90515,90515,0,0,0,0,0,0,4699,0,1,0,0yrs 11mon,1yrs 6mon,0,0
161242,570634,52303,82636,65.35,11,15893,86,6014,25-03-1992,Self employed,11-10-2018,3,2120,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
23378,456086,36659,45375,85.95,3,22992,45,576,23-01-1991,Salaried,22-08-2018,15,311,1,1,0,0,0,0,620,H-Medium Risk,2,1,1,12,12,12,0,0,0,0,0,0,0,0,0,0,3yrs 9mon,5yrs 10mon,0,0
108927,508401,51803,70267,74.72,67,17530,86,1440,01-01-1977,Self employed,15-09-2018,6,933,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,22350,50000,50000,0,0,0,0,0,0,0,0,0,0,1yrs 3mon,1yrs 3mon,0,0
50414,604248,72717,105551,70.96,42,24021,51,5362,01-01-1993,Self employed,23-10-2018,3,1736,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
94097,515226,51517,100217,55.0,36,15411,51,6752,31-12-1990,Salaried,18-09-2018,13,1492,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
87075,571051,49303,99634,51.19,11,24382,51,5950,10-12-1989,Self employed,12-10-2018,3,1900,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
162037,510679,57659,67218,87.77,15,14710,86,293,08-09-1965,Salaried,16-09-2018,11,2153,1,1,0,0,0,0,819,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 10mon,0yrs 10mon,0,0
145369,603143,61223,73854,85.0,34,16556,86,1074,01-02-1979,Self employed,23-10-2018,6,894,1,1,0,0,0,0,738,C-Very Low Risk,3,2,0,7446,15839,15839,0,0,0,0,0,0,0,0,2,0,0yrs 9mon,2yrs 0mon,1,0
119867,564269,55759,71290,79.25,48,23412,45,6370,01-01-1955,Self employed,09-10-2018,5,1571,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
58030,497967,45845,68730,68.67,36,18508,86,6620,01-01-1967,Salaried,10-09-2018,13,680,1,0,0,1,0,0,819,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,9413,0,0,0,3yrs 5mon,4yrs 10mon,0,0
133219,587823,55759,75525,75.47,2,14975,86,1708,01-01-1970,Salaried,19-10-2018,4,1774,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
97185,512014,56759,69699,83.21,42,23148,45,5253,28-03-1997,Self employed,17-09-2018,3,1206,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
193208,546289,40394,69334,60.58,14,14198,86,826,01-01-1967,Salaried,28-09-2018,15,2579,1,1,0,0,0,0,737,C-Very Low Risk,1,1,0,26700,60000,60000,1,0,0,0,0,0,0,0,0,0,2yrs 8mon,4yrs 3mon,0,0
54248,639975,64669,78104,83.86,16,21124,86,3010,13-11-1993,Salaried,30-10-2018,14,908,1,1,0,0,0,0,680,F-Low Risk,4,1,0,50000,50000,50000,0,0,0,0,0,0,10312,0,1,0,0yrs 4mon,0yrs 6mon,0,0
211498,476897,52097,62816,85.0,67,16694,86,1513,25-09-1990,Self employed,30-08-2018,6,2975,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
11403,544448,60213,70413,86.63,16,18473,86,2946,01-01-1996,Salaried,28-09-2018,14,346,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
137835,450532,36969,63865,61.07,5,14145,86,3374,06-07-1994,Salaried,20-08-2018,9,188,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
187629,598646,58447,67852,88.87,121,21043,86,3600,04-12-1984,Self employed,22-10-2018,9,2549,1,1,0,0,0,0,401,K-High Risk,15,6,1,972863,1345869,1345869,0,0,0,0,0,0,1310400,0,4,0,0yrs 4mon,1yrs 1mon,0,1
130830,483779,40294,73243,57.34,19,23355,86,1880,27-12-1993,Salaried,31-08-2018,4,740,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,42000,42000,42000,0,0,0,0,0,0,0,0,1,0,0yrs 0mon,0yrs 0mon,0,0
76395,462077,43894,63585,70.77,3,17038,51,571,24-01-1989,Self employed,24-08-2018,15,149,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
120230,494275,51730,67652,79.31,254,23311,86,6734,01-01-1996,Self employed,07-09-2018,13,130,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
84682,464291,74023,108175,69.24,2,22684,48,1716,11-12-1986,Self employed,25-08-2018,4,225,1,1,0,0,0,0,578,I-Medium Risk,1,1,0,2300,19500,19500,0,0,0,0,0,0,2438,0,0,0,1yrs 8mon,1yrs 8mon,0,0
74699,504439,79686,126270,64.94,11,23429,48,5994,02-03-1968,Self employed,14-09-2018,3,1910,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
61934,422810,48349,91163,54.85,120,22934,48,6910,01-01-1992,Salaried,06-08-2018,12,647,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 11mon,1yrs 11mon,0,0
152693,584429,56579,80261,73.51,10,22524,45,5697,04-09-1991,Self employed,17-10-2018,3,2009,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
139081,503247,63433,72000,89.19,2,23799,86,1654,01-01-1994,Salaried,13-09-2018,4,751,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
